id,navn,avsender,underkategori,pulje,hovedposisjon,dissens,arg_n,argumenter,hovedbudskap
234,Privatperson,,pasient_oku_karlsons,,B_modifisert,False,5,tilfriskning_håp;tjenester_samhandling;kompetanseheving;biopsykososial_støtte;kunnskapsgrunnlag_brukererfaring,"Pasient som identifiserer seg med Rune Karlsons OKU-modell (Overbelastningsforårsaket kronisk Utmattelse) og som ikke vil plasseres i 'ME/CFS-sekken'. Forteller at psykologspesialist Rune Karlson sa hun kunne bli helt frisk ved å være fri for ansvar privat og profesjonelt i en periode til hjernen er ladet opp 100%. Kritisk til hele systemet (NAV, arbeidsgiver, fastlege) som ikke gir 'fred'. Påpeker at hjernen blir overbelastet ved stort ansvar over tid. Argumenterer for menneskeligere, helhetlig tilnærming uten diagnose-fokus."
235,Privatperson (Karlson + vagusnerve + menopause-vinkel),,pasient_oku_karlsons_vagusnerve_menopause,,B_modifisert,False,10,oku_karlsons_konkret;karlson_høringsinnspill_referanse_eksplisitt;vagusnerve_polyvagal;psykososialt_arbeidsmiljø;menopause_vinkel;forebygging_arbeidsgivere;cathrine_price_true_fun;blue_zones_buettner;holdnings_kampanjer;balanse_liv,**22. dokumenterte OKU/Karlsons-tilhenger**. Eksplisitt referanse: 'psykolog Rune Karlson (som har levert et eget høringssvar)'. Hybridposisjon med flere lag: Karlson + vagusnerve + menopause + Blue Zones (Dan Buettner) + 'True Fun' (Cathrine Price). **Menopause som vinkel** sjelden i datasettet.
236,"Privatperson (pårørende ME-syk, LP forsøkt uten effekt)",,pårørende_lp_mislyktes,,A_klar,False,5,egen_retningslinje;pårørende_me_lang_historie;lp_forsøkt_ingen_bedring;internasjonal_forskningsfront;mange_tiltak_prøvd,"Pårørende-stemme. ME-syk har forsøkt LP uten effekt. **4. dokumenterte LP-mislykning** (etter id 99, 215, 225)."
237,Vestre Viken HF,,,,pragmatisk,False,4,canadakriteriene_kritikk;tjenester_samhandling;implementering_konkret;nav_arbeidsliv,"Vestre Viken er kritisk til at Canadakriteriene anbefales som nasjonal standard – mener begrunnelsen er mangelfull og at internasjonalt har IOM/NAM og NICE gått i motsatt retning med enklere tilnærminger. Påpeker uavklart skille mellom ME og fibromyalgi med overlappende symptomer. Stiller praktiske spørsmål: må alle HF opprette tverrfaglig tilbud, eller kan fastlege henvise direkte til CFS/ME-senteret OUS? Vil ha tilstanden flyttet fra infeksjonssykdommer-fagområdet i prioriteringsveilederen."
238,"Privatperson (tilfrisket på Hernes institutt Elverum, 8 ukers isolasjon)",,pasient_tilfrisket_isolasjonsopphold,,B_modifisert,False,12,utmattelse_overbelastning;ansvar_forventninger_belastning;hernes_institutt_elverum;8_ukers_isolasjon;langt_unna_jobb_familie;utilgjengelig_familie_venner;tilfriskning_egen_historie;fastlege_uten_kunnskap;feilråd_aktivitet_skadelig;stress_generert_av_råd;egen_mestringsstrategier;tilbake_til_100_prosent_jobb,"B_modifisert tilfrisknings-pasient. Hovedhistorie: utmattelse etter overbelastning av 'ansvar og forventninger over lengre tid', symptombilde med lydoverfølsomhet, korttidshukommelsestap, fokus-problemer. Fastlege uten kunnskap. **Feilråd som skadelig**: 'å stå opp om morgenen, trene/fysisk aktivitet og holde på rutiner for å ta livet tilbake' og 50 % sykmelding for 'å være aktiv i arbeidslivet'. Disse rådene førte til at innsender 'slet meg gjennom arbeidshverdagen' og 'genererte stress'. **Vendepunkt**: Hernes institutt i Elverum, 8 ukers uavbrutt opphold. 'Det var først under dette oppholdet jeg begynte å merke reell bedring. Ikke pga. aktivitetene vi gjorde der, men fordi jeg var langt unna jobb, langt unna familie, og med det langt unna forventninger og krav... aktivt valg om å være utilgjengelig for familie og venner under oppholdet'. Tilfrisket: 'Etter oppholdet på Hernes gikk jeg rett tilbake til 100 % jobb og er nå fullt tilbake i arbeidslivet og livet generelt. Jeg har ingen symptomer på utmattelse lenger'. Sentral retorisk poeng: 'For pasienter i min situasjon, kan det som sees på som nødvendig helsehjelp, noen ganger føre til flere problemer enn det løser'."
239,"Privatperson (pårørende ME-syk barn etter kyssesyken, polemisk-aktivist)",,pårørende_alvorlig_aktivist,,A_klar,False,24,pem_kjerne;pem_forsinket;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;psykologisering;biomedisinsk_forskning;haukeland_fluge_mella;aktivitetsavpasning;fastlege_kompetansemangel;kreft_parallell_argument;kyssesyken_utløsning;epstein_barr_virus;lightning_process_skadelig;recovery_norge_kritikk;silje_reme_kritikk;harald_eia_kritikk;pain_reprocessing_therapy_kritikk;ellen_flø_skagen_kritikk;cathrine_abrahamsen_kritikk;alvorlig_grad_synlig;nevroplastisk_press_skadelig;me_foreningen_alliert,"Sterk A_klar pårørende-stemme med polemisk aktivisme-tone. Hovedstoff: pårørende-fortelling om barn (anonymisert) som ble alvorlig ME-syk etter kyssesyken (Epstein-Barr-virus). Barnet er nå husbundet/sengeliggende. **Drama-poeng**: barnet 'avviser selv de biologiske mekanismene, og er helt hjernevasket av det nevroplastiske, psykologiske og kognitive presset fra helsemyndighetene og storsamfunnet'. Innspillet inneholder en eksplisitt navnerekke over B-side-aktører som innsender mener er skadelige: 'FUCK Lightning Process, Recovery Norge, Silje Reme Evensen, Harald Eia, Pain Reprocessing Therapy, Ellen Flø Skagen, Cathrine Abrahamsen'. Substantielle argumenter: (1) fastleger har ikke fagkompetanse — må henvise til spesialister, (2) kreft-parallell: 'ved utredning av eksempelvis kreftpasienter, legges IKKE psykologiske eller sosiale forhold til grunn', (3) Haukeland-forskningsmiljøet er ikke hørt, (4) ME-foreningens standpunkt om Canadakriteriene må følges. Avslutter med store bokstaver: 'LAG HELT EGNE RETNINGSLINJER FOR ME! NÅ!!!!!'"
24,"Privatperson (sannsynlig fagperson_privat, B-side skeptisk)",,skeptiker_b_side,,B_klar,False,12,biopsykososial_støtte;aktivitet_gradert;rehabiliteringsoptimisme;diagnostikk_subjektiv_kritikk;diagnostikk_objektiv_krav;spesialist_2linje;diagnose_revurdering;aktivisme_kritikk;ressurser_begrenset;samfunnskostnader;støtter_dissens_b_side;utenforskap_risiko,"Privatperson med sannsynlig helsefaglig bakgrunn som tar tydelig B-posisjon. Eksplisitt støtte til de fire fagdissensene (Nerli, Herner, Jøssang, Prydz). Hovedanke: diagnostiske kriterier for ME og PEM er 'i stor grad subjektiv egenrapportering som ved ADHD og uten objektive medisinske funn', sårbare for overrapportering via sosiale medier og trender (parallell til 'nakkesleng og nå trolig ADHD'). Krever at minst to uavhengige spesialister diagnostiserer ME/CFS i 2. linje (ikke fastleger), og jevnlig revurdering av diagnose. Avviser PEM som validt grunnlag for unngåelse/hvile, peker på at slike tilnærminger er forlatt innen ryggbehandling, angstbehandling og psykiatri pga risiko for forverring av utenforskap og psykisk helse. Bekymret for at 'høylytte pasienter og pårørende' devaluerer behandling andre erfarer virker og forsøker å stanse forskning 'under dekke av etikk'. Pragmatisk om kommuneressurser: 'enda en retningslinje med 2-3x større rettigheter enn ressurser blir det bare misnøye av'."
240,Frisklivssentralen i Søndre Nordstrand,,,,A_klar,False,12,pem_kjerne;pem_definisjon;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kognitiv_terapi_kritikk;alvorlig_syke;barn_og_unge;kunnskapsgrunnlag_forskning;kompetanseheving,"Frisklivssentralen leverer omfattende A-side-innspill med tung referanseapparat. Sterk kritikk av at retningslinjen 'tilslører kliniske og patofysiologiske forskjeller'. Mener NICE NG206 (2021) og WHO post-covid-19 condition må være normative referanser. PEM, ortostatisk intoleranse (POTS), autonom dysfunksjon og kognitive symptomer må kartlegges systematisk før tiltak igangsettes. Tiltak basert på gradert økning skal eksplisitt ikke anvendes ved PEM. Vil ha standardiserte kartleggingsverktøy (FunCap, NASA 10-min lean test)."
241,"Privatperson (individuell behandling, byråkrati-kritikk)",,pasient_eller_pårørende_pragmatisk_individuell,,pragmatisk,False,6,individuell_behandling;byråkrati_a4_kritikk;aktivitetsregulering_egen_erfaring;helhet_systemet_åpner;pasient_med_på_lag;koordinator_fornuftig,Pragmatisk individuell-tilnærming. 'Pasientens historikk og tilstand må gå fremfor byråkrati/a4 systemer'.
242,Trondheim kommune,,,,tjenestefaglig,False,4,tjenester_samhandling;aktivitet_gradvis_økning;implementering_konkret;nav_arbeidsliv,"Trondheim kommune leverer kort, pragmatisk tjenestefokusert innspill. Mener retningslinjen burde gi tydeligere føringer for når og hvordan man kan øke aktivitetsnivået etter stabil fase – plassering nær B-siden på aktivitet. Vil ha tverrfaglig ansvar tydeliggjort med ergoterapeuter, fysioterapeuter, sosionomer og ernæringsfysiologer. Kritisk til 'virksomhetsleder' som koordineringsansvarlig. Etterlyser tydeligere omtale av frisklivssentraler."
243,"Privatperson (sopphypotese, særegen profil)",,pasient_alternativ_årsaksforklaring,,uklar,False,8,alternativ_årsaksforklaring;sopp_systemisk_komorbiditet;fungicid_behandlingsforsøk;biomedisinsk_orientering;nav_kritikk;blå_resept_terbinafin;d_vitamin_sol;klagemekanisme_helsepersonell,"Særegen pasient-stemme som argumenterer for systemisk sopp-infeksjon som co-morbiditet eller medårsak til ME/CFS-symptomer. Innsender beskriver egen positiv erfaring med Terbinafin-behandling (fungicid) — første uke 'utrolig' bedring, vendte tilbake til normaltilstand fra uke 2, ytterligere bedring etter doseøkning uke 4. Forteller at hen tidligere trodde 'CFS/me kunne være feildiagnostisert systemisk fungal infeksjon men har nå lært meg soppen kun er en halve sykedommen'. Foreslår at fungicid-behandlingsforsøk gjøres til standard som ledd i ME/CFS-utredning. Lister konkrete symptomer hen tilskriver systemisk sopp: PEM, smerter, 'nevropati', hodepine, kognitiv svikt, øre-smerter, balanseproblemer, øyebetennelser, diplopi, dårlig mage, hårtap, 'vibrasjoner' i nerver, trøtthet-anfall. Refererer 'leger og NAV behandler en som om en vore gal' og foreslår klagemekanisme på Helse Norge. Foreslår også at AAP-mottakere skal kunne dra til Spania for vinterhalvåret for D-vitamin (sol)."
244,"Avdeling for fysikalsk medisin og rehabilitering, Helse Stavanger",,,,tjenestefaglig,False,3,implementering_konkret;tjenester_samhandling;nocebo,Avdeling for fysikalsk medisin ved Helse Stavanger leverer kortfattet tjenestefaglig innspill. Foreslår å fjerne formuleringen 'uten å skape overbelastning' fordi det er uklart definert og kan føre til økt symptomfokus. Etterlyser tydeligere ansvarsfordeling mellom diagnostisk avklaring og rehabiliteringsvurdering.
245,"Privatperson (95. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"95. mal-instans, ren standardmal."
246,Privatperson,,fagperson_privat_sannsynlig,,A_klar,False,16,pem_kjerne;pem_definisjon;egen_retningslinje;canadakriteriene_støtte;andre_diagnosekriterier;biopsykososial_kritikk;nice_2021;aktivitet_pacing;psykologisering;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;kunnskapsgrunnlag_brukererfaring;alvorlig_syke;tvang_pasientvern;implementering_konkret;arbeidsgruppe_kritikk,Privatpersonen aksepterer ikke sammenblanding av ME med andre tilstander og krever egen retningslinje for ME (G93.3) etter modell av NICE NG206. Foreslår ICC-kriteriene (2011) som videreutvikling av Canada-kriteriene. Anbefaler Science for ME PEM Factsheet og IOM-rapporten (9000 studier). Detaljert kritikk av NKT-CFS/ME med direkte sitater om at 'du skader ikke kroppen'. Påpeker selvmotsigende kombinasjon av tillitsskapende tiltak og holdninger som motsier pasientenes erfaringer. Tvangsrisiko: kommune 'i god tro' kan konkludere med manglende samtykkekompetanse.
247,"Privatperson (utenlandsk statsborger-perspektiv, UDI-utvisningsrisiko)",,pasient_eller_pårørende_utenlandsk_status,,A_modifisert,False,7,utenlandsk_statsborger_perspektiv;udi_utvisning_risiko;oppholdstillatelse_konsekvens;biopsykososial_juridisk_konsekvens;medisinske_begrensninger_dokumenteres;aktivitetskrav_unntak;tunge_medisinske_hindringer,"**Sjelden perspektiv**: utenlandske statsborgers-rettsikkerhet ved ME/post-covid. Hvis ME ikke anerkjennes som tung medisinsk hindring, kan helsevesenets vurderinger føre til UDI-utvisning."
248,"Privatperson (50. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,50. mal-instans.
249,Privatperson,,fagperson_privat_sannsynlig,,A_klar,False,14,pem_kjerne;pem_definisjon;egen_retningslinje;canadakriteriene_støtte;biopsykososial_kritikk;aktivitet_pacing;kognitiv_terapi_kritikk;psykologisering;kunnskapsgrunnlag_smalt;alvorlig_syke;tjenester_samhandling;implementering_konkret;dårlig_prognose;tilfriskning_håp,"Nynorsk innspill med nyansert A_klar-posisjon. Foreslår 'energigolv' som mål i stedet for 'energitak' ved aktivitetsregulering. Påpeker at retningslinjen gir inntrykk av at de aller fleste blir friske, mens flere forskningsartikler viser at under 10% blir friske. Bruker FUNCAP 55(27) som verktøy. Krever at biopsykososialt perspektiv kun brukes i utgreiingsprosess, ikke som sykdomsforståelse ved ME/CFS. Detaljert kritikk av 'Mange pasienter med ME/CFS beskriver PEM' – PEM må være til stede for diagnose, 'mange' må fjernes."
25,Privatperson ('hoste'-metafor for symptom-retningslinje),,pasient_eller_pårørende_metafor_basert,,A_klar,False,5,egen_retningslinje;hoste_metafor;mange_årsaker_utmattelse;symptom_ikke_diagnose;spesifikke_tilstander_krav,"A_klar med **hoste-metafor**: 'For meg blir det som at dere skulle utarbeidet en egen retningslinje for hoste. Alle som hoster fordi de er forkjølet, har lungebetennelse, kols, astma, allergi, lungekreft'. Konseptuelt skarpt argument."
250,"Privatperson (eksplisitt allianse med Karlsons høringssvar, utmattelse etter kreftbehandling)",,pasient_oku_karlsons_koordinert,,B_modifisert,False,12,oku_karlsons_konkret;karlson_høringssvar_allianse;boka_utmattelse_lydbok;kreftbehandling_utmattelse;langvarige_belastninger_førkreft;rehabilitering_offentlig_skadelig;fysisk_aktivitet_gruppe_forverret;gruppesamtaler_belastning;ansvarsfrihet_pasient;sosial_kontakt_unngå;kroppen_hjerne_signaler_lytte;fatigue_oku_distinksjon,"**KOORDINERT KARLSONS-TILHENGER, andre eksplisitte instans i datasettet** (etter id 199). Innspillet åpner med 'Viser til høringssvar fra psykologspesialist Rune Karlson vedr. bruk av begrepet OKU' — eksplisitt allianse-signalisering. Pasient med utmattelse etter kreftbehandling og påfølgende rehabiliteringsforsøk i offentlig regi. Tilfriskning gjennom Rune Karlsons bok 'Utmattelse' (hørt som lydbok pga at innsender ikke kunne lese pga utmattelse). **Sentralt poeng**: 'Begrepet OKU dekker mye mer enn fatigue, som brukes om utmattelse etter kreftbehandling'. Argumenterer at OKU er bedre forklaringsmodell enn 'fatigue' (post-cancer fatigue). Selv-rapportert skade fra offentlig rehabilitering: 'Under rehabiliteringsoppholdene var fysisk aktivitet i grupper, kursing i gruppe og gruppesamtaler hovedbehandlingen. Jeg opplevde at dette forverret min utmattelse'. Innsender søkte 'å ikke ha ansvar og sosial kontakt, og å lære meg å ta hensyn til signalene kroppen/hjernen ga'."
251,Privatperson,,fagperson_privat_sannsynlig,,A_klar,False,18,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kognitiv_terapi_kritikk;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_brukererfaring;kunnskapsgrunnlag_forskning;psykologisering;alvorlig_syke;barn_og_unge;tvang_pasientvern;dårlig_prognose;arbeidsgruppe_kritikk,"Detaljert klinisk-metodisk kritikk fra forfatter som tydelig har behandlerklinisk erfaring med ME-pasienter. Krever egen retningslinje for ME/CFS, og at de med Canada/Jason-kriterier ved Long Covid inkluderes i denne. Forfatter går side for side og linje for linje gjennom utkastet med konkrete språkforslag. Sentral metodisk kritikk: Kuut 2023 (i utkastet feilreferert som Kuut 2024) baserer subgruppeanalyse av SEID/NICE-kriterier på ett spørsmål om «økning av symptomer etter anstrengelse» som ikke samsvarer med PEM-definisjoner i Fukuda eller SEID/NICE. Konkluderer at Kuut-artikkelens grunnlag for vurdering av PEM er uredelig, og at inkludering svekker tilliten til hele litteraturgjennomgangen. Sterk kritikk av Catosenteret som ikke gir kunnskapsbasert behandling og ikke evaluerer effekt over tid. Bekrefter at trusler om bekymringsmelding til barnevernet er regelmessig forekommende ved ME hos barn og unge. Mener Frisklivssentraler har lav eller manglende kompetanse. Foreslår at aktivitetsnivå holdes innen ~70% av funksjonskapasitet for å unngå PEM-uforutsigbarhet. Avviser implementering i nåværende form."
252,"Norges ME-forening, Vestfold regionlag",,,,A_klar,False,9,pem_kjerne;skille_me_utmattelse;canadakriteriene_støtte;aktivitet_pacing;barn_og_unge;kunnskapsgrunnlag_brukererfaring;kompetanseheving;psykologisering;implementering_konkret,Vestfold-fylkeslag bygger innspillet på egen rapport om 'Pasienterfaringer med utredning og behandling av ME ved Sykehuset i Vestfold og Telemark Sykehus'. Dokumenterer konkret avvik mellom retningslinjens ambisjoner og klinisk praksis. Pasienter henvises til MUPS-tilbud (medisinsk uforklarte plager) som ikke fanger PEM. Særlig kritisk til at SiV vegrer seg for å gi barn ME/CFS-diagnose. Etterlyser regionale tverrfaglige team med kompetanse på ME/CFS.
